site,transect,depth,subtrate,genus,sp if known,growth form
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Live Coral,Montipora,,encrusting
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Live Coral,Montipora,,encrusting
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Live Coral,Porites,rus,branching
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Live Coral,Porites,lutea,massive
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,sponge,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sponge,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Live Coral,Goniastrea,retiformis,massive
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Live Coral,Porites,lobata,massive
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,rock,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Live Coral,Diploastrea,heliopora,massive
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,anemone,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,sponge,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Sand,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Dead Coral,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Rubble,,,
Lankanfushi island,H-03,15,Dead Coral,,,
